preco;endereco;metragem;quartos;vagas;banheiros;"
condomínio";"
IPTU";data
"
R$990.000
";Avenida dos Imarés, Moema;"
65m²";"
2";"
1";"
2";600;1.000;2021-07-20
"
R$9.900.000
";Avenida Hélio Pellegrino, Vila Nova Conceição;"
288m²";"
4";"
5";"
5";5.200;1.728;2021-07-20
"
R$950.000
";Rua Ibaragui Nissui, Vila Mariana;"
107m²";"
3";"
2";"
2";;;2021-07-20
"
R$520.000
";Rua Coronel Camisão, Vila Gomes;"
68m²";"
1";"
2";"
2";670;244;2021-07-20
"
R$290.000
";Vila Formosa, São Paulo;"
43m²";"
2";"
2";"
1";250;;2021-07-20
"
R$275.600
";Rua Sebastião Sarmento Mena, Jardim Vergueiro;"
50m²";"
2";"
1";"
1";550;;2021-07-20
"
R$395.000
";Rua Francisco Luiz de Souza Júnior, Água Branca;"
45m²";"
2";"
1";"
1";380;;2021-07-20
"
R$400.000
";Rua dos Buritis, Jardim Oriental;"
56m²";"
2";"
2";"
1";798;35;2021-07-20
"
R$169.000
";Vila Sapopemba, São Paulo;"
49m²";"
2";"
1";"
1";;;2021-07-20
"
R$555.000
";Rua do Manifesto, Ipiranga;"
78m²";"
3";"
1";"
3";606;22;2021-07-20
"
R$270.000
";Freguesia do Ó, São Paulo;"
52m²";"
2";"
1";"
1";;;2021-07-20
"
R$334.000
";Rua Osório Franco Vilhena, São Miguel Paulista;"
82m²";"
3";"
1";"
2";255;75;2021-07-20
"
R$355.435
";Avenida Engenheiro Armando de Arruda Pereira, Jabaquara;"
48m²";;"
1";;;;2021-07-20
"
R$790.000
";Rua Afonso Celso, Vila Mariana;"
62m²";"
2";"
1";"
2";550;1;2021-07-20
"
R$875.000
";Rua Caravelas, Vila Mariana;"
57m²";"
2";"
1";"
2";920;139;2021-07-20
"
R$750.000
";Rua Guararapes, Brooklin;"
62m²";"
2";"
1";"
2";700;109;2021-07-20
"
R$380.000
";Pirituba, São Paulo;"
70m²";"
2";"
1";"
2";612;100;2021-07-20
"
R$725.600
";Rua Afonso Celso, Vila Mariana;"
56m²";"
1";"
1";"
2";;;2021-07-20
"
R$2.150.000
";Rua Saint Hilaire, Jardim Paulista;"
132m²";"
2";"
2";"
3";2.000;865;2021-07-20
"
R$900.000
";Alameda Itu, Jardim Paulista;"
70m²";"
2";"
1";"
2";700;130;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Xixova, Canto do Forte;"
95-127m²";"
3";"
1-3";"
2-3";;;2021-07-20
"
R$529.900
";Rua Xixova, Canto do Forte;"
95-104m²";"
3";"
1-2";"
2-3";;;2021-07-20
;;;;;;;;2021-07-20
"
R$360.500
";Rua Major Rubens Vaz, Canto do Forte;"
70m²";"
2";"
1";"
2";;;2021-07-20
"
R$1.188.000
";Rua Doutor Rafael Correia, Água Branca;"
104m²";"
3";"
2";"
5";;;2021-07-20
"
R$18.000.000
";Rua Inhambú, Vila Uberabinha;"
470m²";"
4";"
6";"
6";6.000;4.100;2021-07-20
"
R$337.462
";Rua Engenheiro Bianor, Butantã;"
32m²";"
1";;"
1";300;;2021-07-20
"
R$900.000
";Rua Doutor Virgílio de Carvalho Pinto, Pinheiros;"
90m²";"
2";"
1";"
2";;;2021-07-20
"
R$532.000
";Rua Gaivota, Moema;"
41m²";"
1";"
1";"
2";610;27;2021-07-20
"
R$1.390.000
";Rua Doutor Natalino Righeto, Tucuruvi;"
233m²";"
3";"
4";"
4";;2.300;2021-07-20
"
R$365.000
";Rua Tenente Otávio Gomes, Aclimação;"
45m²";"
1";"
1";"
1";420;60;2021-07-20
"
R$200.000
";Rua Jacob Medeiros de Miranda, Jardim Umuarama;"
69m²";"
2";"
1";"
1";290;;2021-07-20
"
R$550.000
";Rua Professor Ciro Formicola, Parque São Rafael;"
110m²";"
3";"
10";"
2";;;2021-07-20
"
R$220.000
";Rua Coimbra, Brás;"
37m²";"
1";"
1";"
1";;;2021-07-20
"
R$335.000
";Jardim Arize, São Paulo;"
63m²";"
3";"
1";"
1";450;;2021-07-20
"
R$610.000
";Avenida Aratãs, Moema;"
35m²";"
1";"
1";"
1";530;118;2021-07-20
"
R$548.370
";Rua Marcílio Dias, Socorro;"
70m²";"
2";"
1";"
2";438;1.645;2021-07-20
"
R$520.000
";Rua Desembargador Olavo Ferreira Prado, Jardim Marajoara;"
75m²";"
3";"
2";"
2";790;54;2021-07-20
"
R$690.000
";Rua Carlos Weber, Vila Leopoldina;"
60m²";"
2";"
1";"
2";700;111;2021-07-20
"
R$570.000
";Rua Adelino de Almeida Castilho, Maranhão;"
68m²";"
2";"
1";"
2";550;;2021-07-20
"
R$727.000
";Rua Francisco Marcondes Vieira, Morumbi;"
102m²";"
3";"
2";"
4";899;230;2021-07-20
"
R$300.000
";Jaragua, São Paulo;"
56m²";"
2";"
1";"
1";320;;2021-07-20
"
R$240.000
";Avenida Paranaguá, Vila Paranaguá;"
50m²";"
2";"
1";"
1";390;;2021-07-20
"
R$1.200.000
";Bela Vista, São Paulo;"
130m²";"
3";"
1";"
3";1.256;339;2021-07-20
"
R$598.000
";Móoca, São Paulo;"
74m²";"
2";"
2";"
3";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Oswaldo Cruz, Boqueirão;"
53-163m²";"
1-3";;"
2-5";;;2021-07-20
"
Sobconsulta
";Avenida Siqueira Campos, Boqueirão;"
66m²";"
2-3";"
1-2";"
1-3";;;2021-07-20
"
Sobconsulta
";Rua Colômbia, Boqueirão;"
60m²";"
1-2";"
1";"
1-2";;;2021-07-20
"
R$410.000
";Rua Tenente Negrão, Itaim Bibi;"
36m²";"
1";"
1";"
1";1.500;350;2021-07-20
"
R$12.000.000
";Rua Bolívia, Jardim América;"
2007m²";;;;;91.180;2021-07-20
"
R$11.000.000
";Rua Escobar Ortiz, Vila Nova Conceição;"
450m²";"
4";"
4";"
6";8.000;2.700;2021-07-20
"
R$390.000
";Rua do Símbolo, Panamby;"
74m²";"
3";"
2";"
2";;;2021-07-20
"
R$400.000
";Rua Brasilina Fonseca, Vila Campestre;"
58m²";"
2";;"
1";690;132;2021-07-20
"
R$174.200
";Rua Azurita, Canindé;"
34m²";"
2";;"
1";;;2021-07-20
"
R$175.000
";Jaguaré, São Paulo;"
55m²";"
2";"
1";"
1";496;;2021-07-20
"
R$795.000
";Rua Francisca Júlia, Santana;"
168m²";"
2";"
2";"
3";1.100;176;2021-07-20
"
R$369.000
";Freguesia do Ó, São Paulo;"
56m²";"
2";"
2";"
1";500;120;2021-07-20
"
R$175.000
";Rua Teodoro Lorencini, Jardim Maringa;"
43m²";"
2";;"
1";;;2021-07-20
"
R$175.532
";Vila Nova Curuca, São Paulo;"
48m²";"
2";;"
1";;;2021-07-20
"
R$559.900
";Freguesia do Ó, São Paulo;"
79m²";"
3";;"
2";350;;2021-07-20
"
R$295.041
";Lapa, São Paulo;"
50m²";"
2";;"
1";;;2021-07-20
"
R$795.000
";Rua Rio Verde, Freguesia do Ó;"
223m²";"
3";"
7";"
4";;;2021-07-20
"
R$349.000
";Vila Prado, São Paulo;"
65m²";"
2";;"
3";50;;2021-07-20
"
R$335.000
";Jardim Danfer, São Paulo;"
70m²";"
2";"
2";"
2";;;2021-07-20
"
R$450.000
";Freguesia do Ó, São Paulo;"
111m²";"
3";"
1";"
2";480;30;2021-07-20
"
R$290.000
";Rua Doutor Nério Nunes, Jardim Germania;"
60m²";"
2";"
1";"
1";450;2;2021-07-20
"
R$290.000
";Rua Doutor Nério Nunes, Jardim Germania;"
60m²";"
2";"
1";"
1";450;2;2021-07-20
"
R$230.000
";Rua Capitão Manuel Guimarães, São Miguel Paulista;"
44m²";"
2";"
1";"
1";;;2021-07-20
"
R$350.000
";Tucuruvi, São Paulo;"
60m²";"
2";"
1";"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Doutor Vítor de Lamare, Boqueirão;"
82-91m²";"
2";"
1-2";"
2";;;2021-07-20
"
Sobconsulta
";Rua Otelo Rodrigues Franco, Canto do Forte;"
130m²";"
2-3";"
2-3";"
3-4";;;2021-07-20
"
Sobconsulta
";Rua Otelo Rodrigues Franco, Canto do Forte;"
55-85m²";"
1-3";"
1-2";"
1-3";;;2021-07-20
"
R$2.500.000
";Rua Barão de Capanema, Jardim América;"
165m²";"
3";"
2";"
3";4.611;699;2021-07-20
"
R$1.100.000
";Rua Jorge Chammas, Vila Mariana;"
83m²";"
2";"
2";"
2";1.100;;2021-07-20
"
R$209.500
";Rua Guaicurus, Lapa;"
28m²";"
1";;"
1";300;;2021-07-20
"
R$700.000
";Freguesia do Ó, São Paulo;"
180m²";"
3";"
5";"
3";;;2021-07-20
"
R$1.380.000
";Parque dos Príncipes, São Paulo;"
345m²";"
4";"
4";"
5";650;400;2021-07-20
"
R$202.070
";Rua Mário Regallo Pereira, Jardim Gilda Maria;"
41m²";"
2";"
1";"
1";352;123;2021-07-20
"
R$192.000
";Rua Casparino de Quadros, Jaragua;"
98m²";"
2";;"
1";380;;2021-07-20
"
R$690.000
";Saúde, São Paulo;"
80m²";"
3";"
2";"
2";1.003;2.943;2021-07-20
"
R$730.000
";Rua das Fiandeiras, Vila Olímpia;"
61m²";"
2";"
1";"
2";764;126;2021-07-20
"
R$239.900
";Rua Silva Bueno, Ipiranga;"
54m²";;;"
2";348;124;2021-07-20
"
R$730.000
";Rua General Chagas Santos, Saúde;"
67m²";"
2";"
2";"
2";750;250;2021-07-20
"
R$500.000
";Rua Paulo Franco, Vila Leopoldina;"
41m²";"
1";"
1";"
1";680;120;2021-07-20
"
R$500.000
";Rua Paulo Franco, Vila Leopoldina;"
41m²";"
1";"
1";"
1";680;120;2021-07-20
"
R$425.555
";Travessa Cimarron, Vila Nova Mazzei;"
90m²";"
2";"
1";"
2";;;2021-07-20
"
R$480.000
";Rua Dona Leopoldina, Ipiranga;"
60m²";"
2";"
1";"
2";720;900;2021-07-20
"
R$460.000
";Avenida Dezenove de Janeiro, Vila Carrão;"
70m²";"
3";"
1";"
2";450;100;2021-07-20
"
R$290.000
";Rua dos Patriotas, Ipiranga;"
50m²";"
2";;"
1";290;;2021-07-20
"
R$1.133.000
";Vila Mariana, São Paulo;"
86m²";"
3";"
2";"
2";870;295;2021-07-20
"
R$1.200.000
";Rua Conceição da Barra, Jardim São Paulo;"
180m²";"
5";"
4";"
4";;350;2021-07-20
"
R$1.160.000
";Rua Doutor João Batista Soares de Faria, Santana;"
123m²";"
3";"
3";"
4";1.050;5.500;2021-07-20
"
R$445.000
";Praça Benedito Calixto, Pinheiros;"
40m²";"
1";"
1";"
1";700;82;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$555.000
";Avenida Costa Machado, Canto do Forte;"
82-120m²";"
2-3";"
1-2";"
2-3";;;2021-07-20
"
R$145.900
";Rua João Francisco Gramuglia, Conjunto Habitacional Roque Ortiz Filho;"
39m²";"
2";;"
1";;;2021-07-20
"
R$165.000
";Rua Doutor José Barbosa de Barros, Jardim Paraiso;"
39m²";"
2";;"
1";;;2021-07-20
"
R$400.000
";Rua Eduardo Leopoldo, Vila Guilherme;"
63m²";"
2";"
1";"
2";450;35;2021-07-20
"
R$2.200.000
";Santa Cecília, São Paulo;"
206m²";"
3";"
2";"
5";2.365;871;2021-07-20
"
R$2.570.000
";Avenida Jandira, Moema;"
240m²";"
4";"
3";"
6";3.800;1.987;2021-07-20
"
R$339.000
";Rua William Speers, Lapa;"
50m²";"
2";"
1";"
1";450;;2021-07-20
"
R$550.000
";Rua Domingos Mormanno, Jardim Ibiratiba;"
680m²";;;;;;2021-07-20
"
R$450.000
";Rua Nossa Senhora da Saúde, Jardim Previdência;"
69m²";"
2";"
2";"
2";300;;2021-07-20
"
R$270.000
";Rua Ademar Martins de Freitas, Pirituba;"
63m²";"
2";"
2";"
1";430;;2021-07-20
"
R$1.200.000
";Avenida Angelina, Vila Leonor;"
400m²";"
4";"
20";"
6";;200;2021-07-20
"
R$380.000
";Avenida Forte do Leme, Parque São Lourenço;"
59m²";"
3";"
1";"
1";550;;2021-07-20
"
R$329.000
";Liberdade, São Paulo;"
50m²";"
2";;"
1";400;;2021-07-20
"
R$1.160.000
";Rua Luiz dos Santos Cabral, Jardim Anália Franco;"
168m²";"
3";"
3";"
4";1.650;990;2021-07-20
"
R$980.000
";Rua Antônio Nadruz Dib, Chora Menino;"
256m²";"
3";"
4";"
4";;260;2021-07-20
"
R$650.000
";Rua Reginópolis, Vila Prudente;"
220m²";"
3";"
6";"
4";;1;2021-07-20
"
R$690.000
";Rua Octávio de Moraes Lopes, Jardim Sarah;"
155m²";"
3";"
4";"
4";;300;2021-07-20
"
R$175.000
";Avenida Professor João Batista Conti, Conjunto Residencial José Bonifácio;"
48m²";"
2";"
1";"
1";165;;2021-07-20
"
R$1.800.000
";Rua Luiz dos Santos Cabral, Jardim Anália Franco;"
186m²";"
4";"
4";"
4";1.500;1.000;2021-07-20
"
R$58.950
";Rua Professor José Caetano dos Santos Mascarenhas, Jardim Tietê;"
71m²";;;;;;2021-07-20
"
R$400.000
";Rua Henrique Sertório, Tatuapé;"
40m²";"
1";"
1";"
1";660;160;2021-07-20
"
R$215.000
";Avenida São João, Santa Cecília;"
32m²";"
1";;"
1";122;;2021-07-20
"
R$310.000
";Barra Funda, São Paulo;"
72m²";"
2";;"
2";;200;2021-07-20
"
R$275.000
";Rua Cabo Basílio Zequim Júnior, Parque Novo Mundo;"
50m²";"
2";"
1";"
1";400;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$1.010.000
";Rua Coronel Proost de Sousa, Embaré;"
101-120m²";"
2-3";"
2";"
3-4";;;2021-07-20
"
R$92.000
";Rua Sineval Caviquioli, Jardim Oásis;"
24-49m²";"
1-2";"
0-1";"
1";;;2021-07-20
"
R$750.000
";Rua Arabutan, Aparecida;"
82-120m²";"
2-3";"
1-2";"
1";;;2021-07-20
"
R$650.000
";Avenida Itaboraí, Bosque da Saúde;"
67m²";"
2";"
2";"
2";800;570;2021-07-20
"
R$2.339.999
";Avenida Roque Petroni Júnior, Brooklin;"
197m²";"
4";"
3";"
4";1.900;100;2021-07-20
"
R$2.500.000
";Avenida Jamaris, Moema;"
235m²";"
4";"
4";"
6";2.500;1.788;2021-07-20
"
R$700.000
";Avenida Itaquera, Cidade Líder;"
242m²";;"
4";"
2";;;2021-07-20
"
R$350.000
";Praça Santíssimo Salvador, Freguesia do Ó;"
52m²";"
2";"
1";"
1";380;;2021-07-20
"
R$270.000
";Avenida Ibirapuera, Moema;"
32m²";"
1";"
1";"
1";;;2021-07-20
"
R$199.000
";Rua Juçaral, Parada XV de Novembro;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
R$600.000
";Vila Nair, São Paulo;"
120m²";"
3";"
2";"
3";;;2021-07-20
"
R$470.000
";Rua Plínio de Carvalho, Vila Matilde;"
72m²";"
3";"
1";"
2";50;1;2021-07-20
"
R$650.000
";Rua Frei Durão, Ipiranga;"
220m²";"
3";"
2";"
4";;;2021-07-20
"
R$425.000
";Rua Doutor Chibata Miyakoshi, Morumbi;"
57m²";"
2";"
2";"
2";833;178;2021-07-20
"
R$650.000
";Parque Industrial Tomas Edson, São Paulo;"
67m²";"
2";"
1";"
1";604;370;2021-07-20
"
R$360.850
";Avenida Conselheiro Carrão, Vila Carrão;"
51m²";"
2";"
1";"
1";;;2021-07-20
"
R$960.000
";Rua Francisca Júlia, Santana;"
130m²";"
3";"
2";"
2";1.150;550;2021-07-20
"
R$150.000
";Rua Akio Morita, Parque Nações Unidas;"
52m²";"
2";"
1";"
1";150;;2021-07-20
"
R$285.700
";Penha, São Paulo;"
62m²";"
2";"
1";"
1";;;2021-07-20
"
R$275.000
";Rua João Ferreira de Abreu, Vila Arriete;"
50m²";"
2";"
1";"
1";320;;2021-07-20
"
R$915.000
";Rua Ramal dos Menezes, Mandaqui;"
400m²";"
4";"
4";"
2";;;2021-07-20
"
R$488.870
";Rua Padre Caldas Barbosa, Vila Guilherme;"
61m²";"
2";"
1";"
1";;;2021-07-20
"
R$295.000
";Avenida Carioca, Ipiranga;"
39m²";"
1";"
1";"
1";370;90;2021-07-20
"
R$372.000
";Rua General Eldes de Sousa Guedes, Morumbi;"
70m²";"
2";"
2";"
2";900;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$544.160
";Rua Antônio Damin, Ponta da Praia;"
57-116m²";"
1-3";"
1-2";"
1-2";;;2021-07-20
"
R$154.900
";Rua Nicola Zaponi, Conjunto Residencial Frei Fidelis;"
39m²";"
2";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Rua Jaime Augusto Pinheiro, Jardim Suarão;"
53-112m²";"
2-3";"
1";"
2-4";;;2021-07-20
"
R$1.350.000
";Rua Alves Guimarães, Pinheiros;"
104m²";"
2";"
2";"
3";1.300;420;2021-07-20
"
R$597.000
";Rua do Arraial, Vila Mariana;"
70m²";"
2";"
1";"
2";700;129;2021-07-20
"
R$930.000
";Rua Marechal Barbacena, Tatuapé;"
126m²";"
3";"
3";"
4";963;550;2021-07-20
"
R$700.000
";Avenida Itaquera, Cidade Líder;"
242m²";;"
4";"
2";;;2021-07-20
"
R$199.000
";Rua Juçaral, Parada XV de Novembro;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
R$600.000
";Vila Nair, São Paulo;"
120m²";"
3";"
2";"
3";;;2021-07-20
"
R$460.000
";Imirim, São Paulo;"
100m²";"
2";"
3";"
2";;56;2021-07-20
"
R$470.000
";Rua Plínio de Carvalho, Vila Matilde;"
72m²";"
3";"
1";"
2";50;1;2021-07-20
"
R$650.000
";Rua Frei Durão, Ipiranga;"
220m²";"
3";"
2";"
4";;;2021-07-20
"
R$583.000
";Água Branca, São Paulo;"
70m²";"
3";"
1";"
2";460;;2021-07-20
"
R$297.309
";Rua Doutor Laerte Setúbal, Vila Suzana;"
66m²";"
3";"
1";"
2";600;20;2021-07-20
"
R$350.000
";Rua Jupi, Santo Amaro;"
48m²";"
2";"
1";"
1";510;61;2021-07-20
"
R$360.850
";Avenida Conselheiro Carrão, Vila Carrão;"
51m²";"
2";"
1";"
1";;;2021-07-20
"
R$150.000
";Rua Akio Morita, Parque Nações Unidas;"
52m²";"
2";"
1";"
1";150;;2021-07-20
"
R$285.700
";Penha, São Paulo;"
62m²";"
2";"
1";"
1";;;2021-07-20
"
R$750.000
";Rua Jerônima Dias, Água Fria;"
112m²";"
3";"
2";"
3";1.200;291;2021-07-20
"
R$915.000
";Rua Ramal dos Menezes, Mandaqui;"
400m²";"
4";"
4";"
2";;;2021-07-20
"
R$488.870
";Rua Padre Caldas Barbosa, Vila Guilherme;"
61m²";"
2";"
1";"
1";;;2021-07-20
"
R$350.000
";Rua Celso Ramos, Vila Andrade;"
48m²";"
2";"
1";"
1";418;55;2021-07-20
"
R$295.000
";Avenida Carioca, Ipiranga;"
39m²";"
1";"
1";"
1";370;90;2021-07-20
"
R$2.800.000
";Rua Joaquim Floriano, Itaim Bibi;"
184m²";;"
6";"
5";3.080;1.600;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Alberto Quatrini Bianchi, Enseada;"
84-103m²";"
3";"
2";"
1";;;2021-07-20
"
Sobconsulta
";Avenida Dom Pedro I, Enseada;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Avenida General Rondon, Vila Alzira;"
66-91m²";"
2-3";"
2";"
2-3";;;2021-07-20
"
R$2.000.000
";Rua Hungria, Jardim Europa;"
134m²";"
3";"
1";"
3";2.700;493;2021-07-20
"
R$12.000.000
";Rua Manuel de Góis, Cidade Jardim;"
900m²";"
5";"
8";"
5";;;2021-07-20
"
R$419.000
";Rua Caminho do Engenho, Butantã;"
59m²";"
2";"
1";"
2";350;100;2021-07-20
"
R$250.000
";Rua Guido Bonici, Ermelino Matarazzo;"
50m²";"
2";"
1";"
1";;;2021-07-20
"
R$710.000
";Avenida Marquês de São Vicente, Água Branca;"
58m²";"
2";"
1";"
2";470;1.600;2021-07-20
"
R$269.000
";Avenida Imirim, Imirim;"
37m²";"
2";;"
1";;;2021-07-20
"
R$180.000
";Conjunto Habitacional Fazenda do Carmo, São Paulo;"
48m²";"
2";"
1";"
1";150;;2021-07-20
"
R$660.000
";Rua Manuel Gaya, Vila Mazzei;"
113m²";"
3";"
2";"
4";;;2021-07-20
"
R$285.000
";Rua Porto Nacional, Brasilândia;"
49m²";"
2";"
1";"
1";315;;2021-07-20
"
R$1.140.000
";Interlagos, São Paulo;"
300m²";"
3";"
2";"
6";;3.000;2021-07-20
"
R$204.000
";Rua Januário Zingaro, Jardim Paris;"
42m²";"
2";"
1";"
1";;;2021-07-20
"
R$827.000
";Rua Apinajés, Sumaré;"
80m²";"
3";"
1";"
2";680;20;2021-07-20
"
R$599.000
";Imirim, São Paulo;"
125m²";"
3";"
3";"
1";480;100;2021-07-20
"
R$320.000
";Parque Ipê, São Paulo;"
47m²";"
2";"
1";"
1";399;;2021-07-20
"
R$750.000
";Avenida Portugal, Brooklin;"
59m²";"
1";"
1";"
3";850;120;2021-07-20
"
R$575.000
";Avenida Mofarrej, Vila Leopoldina;"
70m²";"
2";"
1";"
1";610;80;2021-07-20
"
R$640.000
";Rua José Modesto de Godói, Saúde;"
132m²";"
3";"
2";"
2";;1.593;2021-07-20
"
R$210.000
";Rua Irma, Vila Ré;"
41m²";"
2";;"
1";;;2021-07-20
"
R$550.000
";Vila Formosa, São Paulo;"
76m²";"
3";"
1";"
2";420;120;2021-07-20
"
R$340.000
";Rua Francisco Hurtado, Cursino;"
56m²";"
2";;"
1";500;;2021-07-20
"
R$320.000
";Avenida Padre Arlindo Vieira, Jardim Vergueiro;"
66m²";"
3";"
1";"
2";350;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Bandeirantes, Enseada;"
67-72m²";"
2";"
2";"
1";;;2021-07-20
"
R$157.900
";Avenida Arnaldo Felipe Sbruzzi, Piracangagua;"
40m²";"
2";"
1";"
1";;;2021-07-20
"
R$133.000
";Rua Gaspar Vaz da Cunha, Caixa D Agua;"
40m²";"
2";"
0-1";"
1";;;2021-07-20
"
R$18.000.000
";Rua Afonso Braz, Vila Nova Conceição;"
517m²";"
4";"
6";"
6";7.000;3.102;2021-07-20
"
R$352.600
";Tucuruvi, São Paulo;"
97m²";"
2";"
1";"
2";610;100;2021-07-20
"
R$1.100.000
";Rua Bela Cintra,;"
90m²";"
3";"
2";"
2";1.890;487;2021-07-20
"
R$518.000
";Rua Ibituruna, Saúde;"
60m²";"
2";"
1";"
2";590;100;2021-07-20
"
R$660.000
";Rua Artur, Imirim;"
119m²";"
2";"
3";"
3";;2.000;2021-07-20
"
R$350.000
";Chora Menino, São Paulo;"
60m²";"
2";"
1";"
1";30;60;2021-07-20
"
R$1.430.000
";Rua Joel Jorge de Melo, Vila Mariana;"
125m²";"
3";"
2";"
4";800;500;2021-07-20
"
R$480.000
";Vila Império, São Paulo;"
200m²";"
3";"
2";"
3";;46;2021-07-20
"
R$429.000
";Rua Ângelo Herrero, Santo Amaro;"
95m²";"
2";"
1";"
2";270;5;2021-07-20
"
R$270.000
";Rua Martim Burchard, Brás;"
50m²";"
2";"
1";"
1";363;;2021-07-20
"
R$585.000
";Rua Eugênio Pradez, Morumbi;"
137m²";"
4";"
1";"
3";;200;2021-07-20
"
R$370.000
";Rua Maria do Carmo Sene, Vila Pauliceia;"
67m²";"
2";"
1";"
1";690;;2021-07-20
"
R$188.092
";Avenida Antártica, Barra Funda;"
34m²";"
2";;"
1";;;2021-07-20
"
R$495.000
";Rua dos Americanos, Barra Funda;"
56m²";"
2";"
1";"
1";600;21;2021-07-20
"
R$300.000
";Rua Doutor Albuquerque Lins, Higienópolis;"
35m²";;"
1";"
1";;125;2021-07-20
"
R$405.000
";Rua Brasilina Fonseca, Vila Campestre;"
73m²";"
3";"
2";"
2";900;100;2021-07-20
"
R$1.900.000
";Rua Antônio de Lucena, Tatuapé;"
176m²";"
3";"
3";"
5";850;689;2021-07-20
"
R$578.000
";Avenida Vereador João de Luca, Jabaquara;"
59m²";"
2";"
1";"
2";450;1.600;2021-07-20
"
R$273.000
";Rua Silva Bueno, Ipiranga;"
35m²";;"
1";"
1";450;150;2021-07-20
"
R$340.000
";Vila Andrade, São Paulo;"
47m²";"
2";"
1";"
1";400;90;2021-07-20
"
R$450.000
";São Judas, São Paulo;"
54m²";"
2";"
1";"
1";600;1.326;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$746.400
";Rua José Machado,;"
87m²";"
3";"
1";"
2";;;2021-07-20
"
R$5.108.950
";Rua Quatro, Parque Sao Jorge;"
1205m²";;;;;;2021-07-20
"
R$139.900
";Estrada Carlos Lopes Guedes Filho, Conjunto Residencial Araretama;"
46m²";"
2";"
2";"
1";;;2021-07-20
"
R$5.000.000
";Rua Juquiá, Jardim Paulistano;"
380m²";"
3";"
4";"
2";;1.665;2021-07-20
"
R$219.000
";Tremembé, São Paulo;"
47m²";"
2";;"
1";;150;2021-07-20
"
R$20.000.000
";Rua das Açucenas, Cidade Jardim;"
1086m²";"
4";"
8";"
6";;;2021-07-20
"
R$532.000
";Rua Gaivota, Moema;"
41m²";"
1";"
1";"
2";610;27;2021-07-20
"
R$1.390.000
";Rua Doutor Natalino Righeto, Tucuruvi;"
233m²";"
3";"
4";"
4";;2.300;2021-07-20
"
R$199.000
";Artur Alvim, São Paulo;"
57m²";"
2";"
1";"
1";160;;2021-07-20
"
R$550.000
";Rua Professor Ciro Formicola, Parque São Rafael;"
110m²";"
3";"
10";"
2";;;2021-07-20
"
R$240.000
";Rua Desembargador Manoel Carlos da Costa Leite, Pirituba;"
50m²";"
2";"
1";"
1";400;;2021-07-20
"
R$335.000
";Jardim Arize, São Paulo;"
63m²";"
3";"
1";"
1";450;;2021-07-20
"
R$540.000
";Avenida Vila Ema, Vila Prudente;"
72m²";"
3";"
2";"
2";700;63;2021-07-20
"
R$340.000
";Rua Zike Tuma, Jardim Ubirajara;"
75m²";"
3";"
1";"
2";700;33;2021-07-20
"
R$380.000
";Rua José da Silva Ribeiro, Vila Andrade;"
56m²";"
2";"
1";"
1";380;90;2021-07-20
"
R$430.000
";Rua Acuruí, Vila Formosa;"
67m²";"
2";"
1";"
2";600;115;2021-07-20
"
R$630.000
";Rua Cônego José Norberto, Saúde;"
68m²";"
2";"
1";"
2";550;50;2021-07-20
"
R$240.000
";Avenida Paranaguá, Vila Paranaguá;"
50m²";"
2";"
1";"
1";390;;2021-07-20
"
R$467.000
";Avenida Nossa Senhora do Sabará, Vila Sofia;"
85m²";"
3";"
1";"
3";608;21;2021-07-20
"
R$770.000
";Rua Diana, Perdizes;"
57m²";"
2";"
2";"
2";800;200;2021-07-20
"
R$1.803.300
";Rua Gualaxo, Aclimação;"
127m²";"
4";"
2";"
4";;;2021-07-20
"
R$508.756
";Jardim Íris, São Paulo;"
63m²";"
3";"
1";"
2";;;2021-07-20
"
R$995.000
";Rua Francisco Polito, Vila Prudente;"
200m²";"
2";"
4";"
2";;;2021-07-20
"
R$680.000
";Avenida do Guacá, Lauzane Paulista;"
85m²";"
3";"
2";"
2";800;273;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
